id,category,question,word_count,duration_s,text
star_explicit_02,star_explicit,Tell me about a time you had to influence a decision you didn't control.,236,94.4,"Situation: I was the PM on the notifications platform at a fintech app, which had 800 thousand daily actives at the time. Task: the problem was the unsubscribe rate had crept from 1.2 to 1.9 percent that quarter, and it had been getting worse for one full quarter, so my task was to fix it before it did more damage. I had already tried a couple of quick fixes myself before this, and neither one moved the number, so I knew it needed a real investigation. Action: what I did was pull 6 weeks of cohort data and I found users getting more than 5 pushes a week churned off notifications at 3 times the baseline. I built a proposal and I went to Marcus, our growth lead, with 2 specific options, and I walked Marcus through how each option would land for our highest-value customers specifically, since that was what leadership cared about most. I decided to cap frequency at 2 sends per user with a holdout on a third slot, writing the rollout plan myself with a weekly unsubscribe-rate tripwire, and I checked in with Marcus twice a week during the rollout so we could react fast if anything looked off. Result: unsubscribes improved to 1.3 percent within 8 weeks, verified across both platforms. What I learned is that data beats opinions in a room, and I have used that rule 4 times since."
star_explicit_03,star_explicit,Tell me about a time you had to influence a decision you didn't control.,233,93.2,"Situation: I was the consultant on the claims workflow at a regional health insurer, which had 40 thousand claims a month at the time. Task: the problem was claim denials were running 19 percent above the industry benchmark, and it had been getting worse for 2 quarters, so my task was to fix it before it did more damage. I had already tried a couple of quick fixes myself before this, and neither one moved the number, so I knew it needed a real investigation. Action: what I did was pull 120 denied claim files and I found 60 percent of denials traced back to 4 missing fields at intake. I built a proposal and I went to Dana, our operations director, with 3 specific options, and I walked Dana through how each option would land for our highest-value customers specifically, since that was what leadership cared about most. I decided to redesign the intake form and add a 4-field validation step, writing the rollout plan myself with a weekly denial-rate dashboard reviewed with the intake team, and I checked in with Dana twice a week during the rollout so we could react fast if anything looked off. Result: denials improved to 11 percent within 10 weeks, verified across 3 regional offices. What I learned is that small structural fixes beat big process rewrites, and I have used that rule 2 times since."
star_explicit_04,star_explicit,Tell me about a time you had to influence a decision you didn't control.,233,93.2,"Situation: I was the PM on search at a marketplace app, which had 500 thousand monthly searches at the time. Task: the problem was click-through rate had dropped 12 percent after a ranking change, and it had been getting worse for 2 weeks, so my task was to fix it before it did more damage. I had already tried a couple of quick fixes myself before this, and neither one moved the number, so I knew it needed a real investigation. Action: what I did was pull 200 top queries before and after the change and I found the drop concentrated almost entirely in long-tail queries. I built a proposal and I went to Alex, our search engineer, with 2 specific options, and I walked Alex through how each option would land for our highest-value customers specifically, since that was what leadership cared about most. I decided to roll back ranking for long-tail queries only, keep it for head queries, writing the rollout plan myself with a daily CTR alert split by query length, and I checked in with Alex twice a week during the rollout so we could react fast if anything looked off. Result: click-through rate improved to its prior baseline within 9 days, verified across all query segments. What I learned is to segment a metric before trusting the aggregate number, and I have used that rule 5 times since."
star_explicit_05,star_explicit,Tell me about a time you had to influence a decision you didn't control.,235,94.0,"Situation: I was the PM on the onboarding flow at a B2B logistics company, which had 1,200 new accounts a month at the time. Task: the problem was only 40 percent of new accounts finished setup in the first week, and it had been getting worse for 6 months, so my task was to fix it before it did more damage. I had already tried a couple of quick fixes myself before this, and neither one moved the number, so I knew it needed a real investigation. Action: what I did was pull 35 recorded onboarding calls and I found accounts stalled almost every time at the carrier-integration step. I built a proposal and I went to Wen, our engineering manager, with 3 specific options, and I walked Wen through how each option would land for our highest-value customers specifically, since that was what leadership cared about most. I decided to ship a guided setup wizard for the carrier-integration step first, writing the rollout plan myself with a rollback plan if completion dropped for any cohort, and I checked in with Wen twice a week during the rollout so we could react fast if anything looked off. Result: week-one completion improved to 71 percent within 5 weeks, verified across every account tier. What I learned is to fix the single worst step before touching anything else, and I have used that rule 3 times since."
star_explicit_06,star_explicit,Tell me about a time you had to influence a decision you didn't control.,233,93.2,"Situation: I was the PM on billing at an enterprise SaaS company, which had 14 thousand paying accounts at the time. Task: the problem was failed payment retries were causing 8 percent involuntary churn a quarter, and it had been getting worse for 3 quarters, so my task was to fix it before it did more damage. I had already tried a couple of quick fixes myself before this, and neither one moved the number, so I knew it needed a real investigation. Action: what I did was pull every failed-charge log for a full quarter and I found 72 percent of failures were expired cards, not insufficient funds. I built a proposal and I went to Sofia, our finance lead, with 2 specific options, and I walked Sofia through how each option would land for our highest-value customers specifically, since that was what leadership cared about most. I decided to add card-expiration email nudges 14 days before the charge date, writing the rollout plan myself with an opt-out for accounts on manual invoicing, and I checked in with Sofia twice a week during the rollout so we could react fast if anything looked off. Result: involuntary churn improved to 3 percent within one quarter, verified across both billing tiers. What I learned is that the boring root cause is usually the real one, and I have used that rule 2 times since."
star_explicit_07,star_explicit,Tell me about a time you had to influence a decision you didn't control.,235,94.0,"Situation: I was the consultant on the hiring pipeline at a mid-size logistics firm, which had 300 open roles a year at the time. Task: the problem was time-to-fill had grown to 61 days, well past the 40-day target, and it had been getting worse for 4 months, so my task was to fix it before it did more damage. I had already tried a couple of quick fixes myself before this, and neither one moved the number, so I knew it needed a real investigation. Action: what I did was pull hiring-manager interviews across 12 teams and I found most of the delay sat in a single unscheduled feedback step. I built a proposal and I went to Tom, our head of talent, with 3 specific options, and I walked Tom through how each option would land for our highest-value customers specifically, since that was what leadership cared about most. I decided to add a 48-hour feedback SLA enforced by the applicant tracking system, writing the rollout plan myself with a weekly overdue-feedback report to hiring managers, and I checked in with Tom twice a week during the rollout so we could react fast if anything looked off. Result: time-to-fill improved to 38 days within 2 hiring cycles, verified across all 12 teams. What I learned is that one enforced SLA beats ten polite reminders, and I have used that rule 3 times since."
star_explicit_08,star_explicit,Tell me about a time you had to influence a decision you didn't control.,238,95.2,"Situation: I was the PM on the mobile app at a home services marketplace, which had 90 thousand monthly active users at the time. Task: the problem was app store rating had fallen to 3.1 stars after a redesign, and it had been getting worse for 5 weeks, so my task was to fix it before it did more damage. I had already tried a couple of quick fixes myself before this, and neither one moved the number, so I knew it needed a real investigation. Action: what I did was pull 400 one- and two-star reviews and I found 80 percent of complaints named a single missing filter option. I built a proposal and I went to Grace, our mobile lead, with 2 specific options, and I walked Grace through how each option would land for our highest-value customers specifically, since that was what leadership cared about most. I decided to ship the filter back in a patch release ahead of the next milestone, writing the rollout plan myself with a review-sentiment check before and after the patch, and I checked in with Grace twice a week during the rollout so we could react fast if anything looked off. Result: the app rating improved to 4.2 stars within 3 weeks, verified across iOS and Android. What I learned is to read the actual complaints before proposing a fix, and I have used that rule 4 times since."
star_explicit_09,star_explicit,Tell me about a time you had to influence a decision you didn't control.,238,95.2,"Situation: I was the PM on fraud review at a consumer banking app, which had 25 thousand flagged transactions a month at the time. Task: the problem was manual review queues were running 3 days behind, delaying legitimate transfers, and it had been getting worse for 6 weeks, so my task was to fix it before it did more damage. I had already tried a couple of quick fixes myself before this, and neither one moved the number, so I knew it needed a real investigation. Action: what I did was pull a sample of 500 queued reviews and I found 65 percent of the backlog was low-risk transactions under a fixed dollar threshold. I built a proposal and I went to Elena, our risk lead, with 2 specific options, and I walked Elena through how each option would land for our highest-value customers specifically, since that was what leadership cared about most. I decided to auto-clear low-risk transactions under that threshold with a daily audit sample, writing the rollout plan myself with a fraud-rate ceiling that would auto-revert the rule, and I checked in with Elena twice a week during the rollout so we could react fast if anything looked off. Result: review backlog improved to same-day within 4 weeks, verified across every region. What I learned is that not every review needs a human in the loop, and I have used that rule 2 times since."
star_explicit_10,star_explicit,Tell me about a time you had to influence a decision you didn't control.,235,94.0,"Situation: I was the PM on the support ticket system at an edtech platform, which had 8 thousand tickets a month at the time. Task: the problem was average resolution time had climbed to 30 hours, and it had been getting worse for one semester, so my task was to fix it before it did more damage. I had already tried a couple of quick fixes myself before this, and neither one moved the number, so I knew it needed a real investigation. Action: what I did was pull ticket logs for 3 months and I found a single ticket category, password resets, made up 22 percent of volume. I built a proposal and I went to Ben, our support lead, with 2 specific options, and I walked Ben through how each option would land for our highest-value customers specifically, since that was what leadership cared about most. I decided to build a self-serve reset flow and route the rest to a faster queue, writing the rollout plan myself with a weekly resolution-time review with support leads, and I checked in with Ben twice a week during the rollout so we could react fast if anything looked off. Result: resolution time improved to 11 hours within 6 weeks, verified across every ticket category. What I learned is that removing one category can move the whole average, and I have used that rule 3 times since."
star_explicit_11,star_explicit,Tell me about a time you had to influence a decision you didn't control.,232,92.8,"Situation: I was the PM on the integrations catalog at a cybersecurity vendor, which had 60 partner integrations at the time. Task: the problem was only 15 percent of customers had activated any integration, and it had been getting worse for 2 quarters, so my task was to fix it before it did more damage. I had already tried a couple of quick fixes myself before this, and neither one moved the number, so I knew it needed a real investigation. Action: what I did was pull usage logs across every account tier and I found the setup flow required 7 manual steps most admins abandoned. I built a proposal and I went to Noor, our partnerships lead, with 3 specific options, and I walked Noor through how each option would land for our highest-value customers specifically, since that was what leadership cared about most. I decided to cut the setup flow to 2 steps for the 5 most-used integrations, writing the rollout plan myself with an activation-rate check before extending it further, and I checked in with Noor twice a week during the rollout so we could react fast if anything looked off. Result: activation improved to 41 percent within 7 weeks, verified across every account tier. What I learned is to fix the top 5 before trying to fix all 60, and I have used that rule 2 times since."
star_explicit_12,star_explicit,Tell me about a time you had to influence a decision you didn't control.,237,94.8,"Situation: I was the PM on video quality at a media streaming service, which had 3 million daily streams at the time. Task: the problem was buffering complaints had doubled after a CDN migration, and it had been getting worse for 3 weeks, so my task was to fix it before it did more damage. I had already tried a couple of quick fixes myself before this, and neither one moved the number, so I knew it needed a real investigation. Action: what I did was pull playback logs from 50 thousand sessions and I found the buffering concentrated on one CDN region serving 18 percent of traffic. I built a proposal and I went to Diego, our infrastructure lead, with 2 specific options, and I walked Diego through how each option would land for our highest-value customers specifically, since that was what leadership cared about most. I decided to route that region's traffic back to the prior CDN while the new one was tuned, writing the rollout plan myself with a buffering-rate alert per region, and I checked in with Diego twice a week during the rollout so we could react fast if anything looked off. Result: buffering complaints improved to pre-migration levels within 5 days, verified across every region. What I learned is that a migration should roll out region by region, not all at once, and I have used that rule 2 times since."
star_explicit_13,star_explicit,Tell me about a time you had to influence a decision you didn't control.,238,95.2,"Situation: I was the PM on the booking flow at a travel booking site, which had 200 thousand monthly bookings at the time. Task: the problem was mobile conversion was 40 percent below desktop, and it had been getting worse for one quarter, so my task was to fix it before it did more damage. I had already tried a couple of quick fixes myself before this, and neither one moved the number, so I knew it needed a real investigation. Action: what I did was pull 60 recorded mobile sessions and I found the date picker required 6 taps most users gave up on. I built a proposal and I went to Layla, our product designer, with 2 specific options, and I walked Layla through how each option would land for our highest-value customers specifically, since that was what leadership cared about most. I decided to replace the date picker with a single-screen calendar and ship it to half of mobile traffic, writing the rollout plan myself with a conversion-rate check against the control group, and I checked in with Layla twice a week during the rollout so we could react fast if anything looked off. Result: mobile conversion improved to within 8 points of desktop within 4 weeks, verified across iOS and Android. What I learned is that the smallest UI element can gate the whole funnel, and I have used that rule 3 times since."
non_star_01,non_star,Tell me about a time you had to influence a decision you didn't control.,219,87.6,"the headline is abandonment went from a problem to 22 percent within 6 weeks, and we verified that across 2 regions. that came out of my time as PM on checkout at a grocery delivery app -- 2.1 million weekly orders was riding on it. what actually got us there was ship a single-page flow behind a feature flag to 5 percent of users, which I decided on after I went to Priya, our design lead, with 3 specific options I had built from 14 session recordings; mobile users hit a 9-field address form right before payment is what that digging turned up. I also walked Priya through how each option would land for our highest-value customers specifically, since that was what leadership cared about most, and I wrote the rollout plan myself with 2 rollback triggers at 15-minute intervals, checking in with Priya twice a week during the rollout so we could react fast if anything looked off. the backstory is the problem had been cart abandonment had sat at 31 percent for 3 straight quarters for 9 months before I got pulled in, and I'd already tried a couple of quick fixes myself that hadn't worked. to size the fix to the evidence I actually had is the lesson I keep coming back to, 3 times since."
non_star_02,non_star,Tell me about a time you had to influence a decision you didn't control.,226,90.4,"the headline is unsubscribes went from a problem to 1.3 percent within 8 weeks, and we verified that across both platforms. that came out of my time as PM on the notifications platform at a fintech app -- 800 thousand daily actives was riding on it. what actually got us there was cap frequency at 2 sends per user with a holdout on a third slot, which I decided on after I went to Marcus, our growth lead, with 2 specific options I had built from 6 weeks of cohort data; users getting more than 5 pushes a week churned off notifications at 3 times the baseline is what that digging turned up. I also walked Marcus through how each option would land for our highest-value customers specifically, since that was what leadership cared about most, and I wrote the rollout plan myself with a weekly unsubscribe-rate tripwire, checking in with Marcus twice a week during the rollout so we could react fast if anything looked off. the backstory is the problem had been the unsubscribe rate had crept from 1.2 to 1.9 percent that quarter for one full quarter before I got pulled in, and I'd already tried a couple of quick fixes myself that hadn't worked. that data beats opinions in a room is the lesson I keep coming back to, 4 times since."
non_star_03,non_star,Tell me about a time you had to influence a decision you didn't control.,223,89.2,"the headline is denials went from a problem to 11 percent within 10 weeks, and we verified that across 3 regional offices. that came out of my time as consultant on the claims workflow at a regional health insurer -- 40 thousand claims a month was riding on it. what actually got us there was redesign the intake form and add a 4-field validation step, which I decided on after I went to Dana, our operations director, with 3 specific options I had built from 120 denied claim files; 60 percent of denials traced back to 4 missing fields at intake is what that digging turned up. I also walked Dana through how each option would land for our highest-value customers specifically, since that was what leadership cared about most, and I wrote the rollout plan myself with a weekly denial-rate dashboard reviewed with the intake team, checking in with Dana twice a week during the rollout so we could react fast if anything looked off. the backstory is the problem had been claim denials were running 19 percent above the industry benchmark for 2 quarters before I got pulled in, and I'd already tried a couple of quick fixes myself that hadn't worked. that small structural fixes beat big process rewrites is the lesson I keep coming back to, 2 times since."
non_star_04,non_star,Tell me about a time you had to influence a decision you didn't control.,223,89.2,"the headline is click-through rate went from a problem to its prior baseline within 9 days, and we verified that across all query segments. that came out of my time as PM on search at a marketplace app -- 500 thousand monthly searches was riding on it. what actually got us there was roll back ranking for long-tail queries only, keep it for head queries, which I decided on after I went to Alex, our search engineer, with 2 specific options I had built from 200 top queries before and after the change; the drop concentrated almost entirely in long-tail queries is what that digging turned up. I also walked Alex through how each option would land for our highest-value customers specifically, since that was what leadership cared about most, and I wrote the rollout plan myself with a daily CTR alert split by query length, checking in with Alex twice a week during the rollout so we could react fast if anything looked off. the backstory is the problem had been click-through rate had dropped 12 percent after a ranking change for 2 weeks before I got pulled in, and I'd already tried a couple of quick fixes myself that hadn't worked. to segment a metric before trusting the aggregate number is the lesson I keep coming back to, 5 times since."
non_star_05,non_star,Tell me about a time you had to influence a decision you didn't control.,225,90.0,"the headline is week-one completion went from a problem to 71 percent within 5 weeks, and we verified that across every account tier. that came out of my time as PM on the onboarding flow at a B2B logistics company -- 1,200 new accounts a month was riding on it. what actually got us there was ship a guided setup wizard for the carrier-integration step first, which I decided on after I went to Wen, our engineering manager, with 3 specific options I had built from 35 recorded onboarding calls; accounts stalled almost every time at the carrier-integration step is what that digging turned up. I also walked Wen through how each option would land for our highest-value customers specifically, since that was what leadership cared about most, and I wrote the rollout plan myself with a rollback plan if completion dropped for any cohort, checking in with Wen twice a week during the rollout so we could react fast if anything looked off. the backstory is the problem had been only 40 percent of new accounts finished setup in the first week for 6 months before I got pulled in, and I'd already tried a couple of quick fixes myself that hadn't worked. to fix the single worst step before touching anything else is the lesson I keep coming back to, 3 times since."
non_star_06,non_star,Tell me about a time you had to influence a decision you didn't control.,223,89.2,"the headline is involuntary churn went from a problem to 3 percent within one quarter, and we verified that across both billing tiers. that came out of my time as PM on billing at an enterprise SaaS company -- 14 thousand paying accounts was riding on it. what actually got us there was add card-expiration email nudges 14 days before the charge date, which I decided on after I went to Sofia, our finance lead, with 2 specific options I had built from every failed-charge log for a full quarter; 72 percent of failures were expired cards, not insufficient funds is what that digging turned up. I also walked Sofia through how each option would land for our highest-value customers specifically, since that was what leadership cared about most, and I wrote the rollout plan myself with an opt-out for accounts on manual invoicing, checking in with Sofia twice a week during the rollout so we could react fast if anything looked off. the backstory is the problem had been failed payment retries were causing 8 percent involuntary churn a quarter for 3 quarters before I got pulled in, and I'd already tried a couple of quick fixes myself that hadn't worked. that the boring root cause is usually the real one is the lesson I keep coming back to, 2 times since."
non_star_07,non_star,Tell me about a time you had to influence a decision you didn't control.,225,90.0,"the headline is time-to-fill went from a problem to 38 days within 2 hiring cycles, and we verified that across all 12 teams. that came out of my time as consultant on the hiring pipeline at a mid-size logistics firm -- 300 open roles a year was riding on it. what actually got us there was add a 48-hour feedback SLA enforced by the applicant tracking system, which I decided on after I went to Tom, our head of talent, with 3 specific options I had built from hiring-manager interviews across 12 teams; most of the delay sat in a single unscheduled feedback step is what that digging turned up. I also walked Tom through how each option would land for our highest-value customers specifically, since that was what leadership cared about most, and I wrote the rollout plan myself with a weekly overdue-feedback report to hiring managers, checking in with Tom twice a week during the rollout so we could react fast if anything looked off. the backstory is the problem had been time-to-fill had grown to 61 days, well past the 40-day target for 4 months before I got pulled in, and I'd already tried a couple of quick fixes myself that hadn't worked. that one enforced SLA beats ten polite reminders is the lesson I keep coming back to, 3 times since."
non_star_08,non_star,Tell me about a time you had to influence a decision you didn't control.,228,91.2,"the headline is the app rating went from a problem to 4.2 stars within 3 weeks, and we verified that across iOS and Android. that came out of my time as PM on the mobile app at a home services marketplace -- 90 thousand monthly active users was riding on it. what actually got us there was ship the filter back in a patch release ahead of the next milestone, which I decided on after I went to Grace, our mobile lead, with 2 specific options I had built from 400 one- and two-star reviews; 80 percent of complaints named a single missing filter option is what that digging turned up. I also walked Grace through how each option would land for our highest-value customers specifically, since that was what leadership cared about most, and I wrote the rollout plan myself with a review-sentiment check before and after the patch, checking in with Grace twice a week during the rollout so we could react fast if anything looked off. the backstory is the problem had been app store rating had fallen to 3.1 stars after a redesign for 5 weeks before I got pulled in, and I'd already tried a couple of quick fixes myself that hadn't worked. to read the actual complaints before proposing a fix is the lesson I keep coming back to, 4 times since."
non_star_09,non_star,Tell me about a time you had to influence a decision you didn't control.,228,91.2,"the headline is review backlog went from a problem to same-day within 4 weeks, and we verified that across every region. that came out of my time as PM on fraud review at a consumer banking app -- 25 thousand flagged transactions a month was riding on it. what actually got us there was auto-clear low-risk transactions under that threshold with a daily audit sample, which I decided on after I went to Elena, our risk lead, with 2 specific options I had built from a sample of 500 queued reviews; 65 percent of the backlog was low-risk transactions under a fixed dollar threshold is what that digging turned up. I also walked Elena through how each option would land for our highest-value customers specifically, since that was what leadership cared about most, and I wrote the rollout plan myself with a fraud-rate ceiling that would auto-revert the rule, checking in with Elena twice a week during the rollout so we could react fast if anything looked off. the backstory is the problem had been manual review queues were running 3 days behind, delaying legitimate transfers for 6 weeks before I got pulled in, and I'd already tried a couple of quick fixes myself that hadn't worked. that not every review needs a human in the loop is the lesson I keep coming back to, 2 times since."
non_star_10,non_star,Tell me about a time you had to influence a decision you didn't control.,225,90.0,"the headline is resolution time went from a problem to 11 hours within 6 weeks, and we verified that across every ticket category. that came out of my time as PM on the support ticket system at an edtech platform -- 8 thousand tickets a month was riding on it. what actually got us there was build a self-serve reset flow and route the rest to a faster queue, which I decided on after I went to Ben, our support lead, with 2 specific options I had built from ticket logs for 3 months; a single ticket category, password resets, made up 22 percent of volume is what that digging turned up. I also walked Ben through how each option would land for our highest-value customers specifically, since that was what leadership cared about most, and I wrote the rollout plan myself with a weekly resolution-time review with support leads, checking in with Ben twice a week during the rollout so we could react fast if anything looked off. the backstory is the problem had been average resolution time had climbed to 30 hours for one semester before I got pulled in, and I'd already tried a couple of quick fixes myself that hadn't worked. that removing one category can move the whole average is the lesson I keep coming back to, 3 times since."
non_star_11,non_star,Tell me about a time you had to influence a decision you didn't control.,222,88.8,"the headline is activation went from a problem to 41 percent within 7 weeks, and we verified that across every account tier. that came out of my time as PM on the integrations catalog at a cybersecurity vendor -- 60 partner integrations was riding on it. what actually got us there was cut the setup flow to 2 steps for the 5 most-used integrations, which I decided on after I went to Noor, our partnerships lead, with 3 specific options I had built from usage logs across every account tier; the setup flow required 7 manual steps most admins abandoned is what that digging turned up. I also walked Noor through how each option would land for our highest-value customers specifically, since that was what leadership cared about most, and I wrote the rollout plan myself with an activation-rate check before extending it further, checking in with Noor twice a week during the rollout so we could react fast if anything looked off. the backstory is the problem had been only 15 percent of customers had activated any integration for 2 quarters before I got pulled in, and I'd already tried a couple of quick fixes myself that hadn't worked. to fix the top 5 before trying to fix all 60 is the lesson I keep coming back to, 2 times since."
non_star_12,non_star,Tell me about a time you had to influence a decision you didn't control.,227,90.8,"the headline is buffering complaints went from a problem to pre-migration levels within 5 days, and we verified that across every region. that came out of my time as PM on video quality at a media streaming service -- 3 million daily streams was riding on it. what actually got us there was route that region's traffic back to the prior CDN while the new one was tuned, which I decided on after I went to Diego, our infrastructure lead, with 2 specific options I had built from playback logs from 50 thousand sessions; the buffering concentrated on one CDN region serving 18 percent of traffic is what that digging turned up. I also walked Diego through how each option would land for our highest-value customers specifically, since that was what leadership cared about most, and I wrote the rollout plan myself with a buffering-rate alert per region, checking in with Diego twice a week during the rollout so we could react fast if anything looked off. the backstory is the problem had been buffering complaints had doubled after a CDN migration for 3 weeks before I got pulled in, and I'd already tried a couple of quick fixes myself that hadn't worked. that a migration should roll out region by region, not all at once is the lesson I keep coming back to, 2 times since."
non_star_13,non_star,Tell me about a time you had to influence a decision you didn't control.,228,91.2,"the headline is mobile conversion went from a problem to within 8 points of desktop within 4 weeks, and we verified that across iOS and Android. that came out of my time as PM on the booking flow at a travel booking site -- 200 thousand monthly bookings was riding on it. what actually got us there was replace the date picker with a single-screen calendar and ship it to half of mobile traffic, which I decided on after I went to Layla, our product designer, with 2 specific options I had built from 60 recorded mobile sessions; the date picker required 6 taps most users gave up on is what that digging turned up. I also walked Layla through how each option would land for our highest-value customers specifically, since that was what leadership cared about most, and I wrote the rollout plan myself with a conversion-rate check against the control group, checking in with Layla twice a week during the rollout so we could react fast if anything looked off. the backstory is the problem had been mobile conversion was 40 percent below desktop for one quarter before I got pulled in, and I'd already tried a couple of quick fixes myself that hadn't worked. that the smallest UI element can gate the whole funnel is the lesson I keep coming back to, 3 times since."
incomplete_01,incomplete,Tell me about a time you had to influence a decision you didn't control.,70,28.0,"the situation was I was leading the vendor migration at a logistics startup, and about 40 warehouses depended on the old system. the problem was the new vendor's API kept failing intermittently during peak hours, and honestly the whole thing was pretty stressful because leadership was watching closely. so what I did was, um, I started looking into the failure logs and, sorry, I'm blanking on exactly what came next."
incomplete_02,incomplete,Tell me about a time you had to influence a decision you didn't control.,60,24.0,"at the time I was the PM for the referral program at a consumer app, and signups had been declining for a few months. the problem was we didn't really know why, there were a few theories floating around about the incentive structure. I pulled some data and, honestly, I'm not totally sure how to summarize what happened after that."
incomplete_03,incomplete,Tell me about a time you had to influence a decision you didn't control.,54,21.6,"the situation was our onboarding flow at a fintech company had a big drop-off at the identity verification step, something like a third of users never finished it. the problem was compliance required that step, so we couldn't just remove it, and the vendor doing the verification was slow to respond to our questions."
incomplete_04,incomplete,Tell me about a time you had to influence a decision you didn't control.,50,20.0,"I was working on the search ranking team at a marketplace, and click-through rate had dropped after a recent change. the problem was it wasn't obvious right away why, since a few things shipped around the same time. I remember pulling logs but I don't really remember the rest clearly."
incomplete_05,incomplete,Tell me about a time you had to influence a decision you didn't control.,42,16.8,"at the time I was managing the support queue at a SaaS company, and response times had crept up over a quarter. the problem was we'd lost two support reps and hadn't backfilled yet, so the remaining team was stretched pretty thin."
incomplete_06,incomplete,Tell me about a time you had to influence a decision you didn't control.,48,19.2,"the situation was I was on the growth team at a media app, and paid acquisition costs had climbed a lot faster than revenue per user. the problem was finance wanted an answer within the week, which wasn't a lot of time to actually dig into it properly."
incomplete_07,incomplete,Tell me about a time you had to influence a decision you didn't control.,48,19.2,"I was the PM for billing at an enterprise software company, and a chunk of invoices were going out with the wrong tax calculation. the problem was it had apparently been happening for a couple months before anyone noticed, so there was already a backlog of bad invoices."
incomplete_08,incomplete,Tell me about a time you had to influence a decision you didn't control.,37,14.8,"at the time our team owned the internal deployment pipeline, and deploys had started failing randomly, maybe one in five. the problem was it wasn't consistent, so it was hard to even reproduce reliably enough to debug."
incomplete_09,incomplete,Tell me about a time you had to influence a decision you didn't control.,44,17.6,"the situation was I was working on notifications at a fitness app, and users were complaining about getting too many reminders. the problem was different teams owned different notification types, so no one had the full picture of what a user was actually receiving."
incomplete_10,incomplete,Tell me about a time you had to influence a decision you didn't control.,46,18.4,"I was PM for the checkout experience at a retailer, and there was a spike in payment failures right before a big sale weekend. the problem was our payment processor's status page said everything was fine, which made it confusing to even know where to start."
incomplete_11,incomplete,Tell me about a time you had to influence a decision you didn't control.,45,18.0,"at the time I owned the data pipeline for our reporting dashboards at a logistics company, and numbers had started looking inconsistent between two different reports that should have matched. the problem was both reports pulled from different systems that were supposed to sync nightly."
incomplete_12,incomplete,Tell me about a time you had to influence a decision you didn't control.,47,18.8,"the situation was our hiring team at a mid-size company had a candidate experience survey come back much worse than usual, and leadership wanted to know why. the problem was the survey itself didn't break down by stage, so it wasn't clear where things had gone wrong."
incomplete_13,incomplete,Tell me about a time you had to influence a decision you didn't control.,45,18.0,"I was working on the mobile app's crash rate at a media company, and crashes had ticked up noticeably after a release. the problem was the crash reports weren't grouping cleanly, so it looked like dozens of small issues instead of possibly one root cause."
fabricated_01,fabricated,Tell me about a time you had to influence a decision you didn't control.,79,31.6,"the situation was I was the sole PM on a 3-person startup team, and we had no budget at all for this project. the problem was our biggest competitor was outspending us. so what I did was I personally led a 200-person cross-functional task force to redesign the entire platform in a week. as a result, revenue grew from 2 million to 2 billion dollars in that single week. what I learned is that speed matters more than anything."
fabricated_02,fabricated,Tell me about a time you had to influence a decision you didn't control.,77,30.8,"the situation was I was a junior PM, six months into my first job, at the time. the problem was our onboarding conversion was stuck at 12 percent. so what I did was I single-handedly rebuilt our entire backend infrastructure over a weekend with no help from engineering. as a result, conversion jumped to 340 percent, and the CEO gave me his job. what I learned is that anything is possible if you just try hard enough."
fabricated_03,fabricated,Tell me about a time you had to influence a decision you didn't control.,90,36.0,"the situation was I was managing a small feature team of 4 people at a startup with about 10,000 users. the problem was our server costs were too high for our size. so what I did was I negotiated directly with the CEO of AWS to cut our bill by 99 percent overnight, saving us 50 million dollars a year even though our total revenue was under 1 million dollars. as a result, we became profitable instantly. what I learned is that you should always ask for what you want."
fabricated_04,fabricated,Tell me about a time you had to influence a decision you didn't control.,84,33.6,"the situation was I was an intern at the time, three weeks into the internship. the problem was the company's flagship product had a critical bug in production. so what I did was I fixed it myself in five minutes without looking at any code, and I also rewrote the entire codebase from scratch that same afternoon. as a result, the company's valuation tripled the next day because of my fix. what I learned is that experience doesn't matter as much as people think."
fabricated_05,fabricated,Tell me about a time you had to influence a decision you didn't control.,73,29.2,"the situation was I was a product manager for a 2-person weekend hobby project with zero users. the problem was we needed more traction. so what I did was I ran a marketing campaign that reached every person on earth simultaneously through a channel I invented myself. as a result, we had 12 billion signups in one day, which is more people than exist. what I learned is that ambition has no limits."
fabricated_06,fabricated,Tell me about a time you had to influence a decision you didn't control.,89,35.6,"the situation was I joined a team of 5 people building an internal tool nobody outside the company used. the problem was leadership wanted more visibility into usage. so what I did was I personally flew to every one of our 400,000 enterprise customers' offices in a single afternoon to interview them face to face. as a result, I collected feedback that increased our stock price by 800 percent, even though we were a private company with no stock. what I learned is that direct customer contact is invaluable."
fabricated_07,fabricated,Tell me about a time you had to influence a decision you didn't control.,83,33.2,"the situation was I was working part-time, 10 hours a week, on a student project with a team of 2 classmates. the problem was we had no engineering resources and a deadline in 3 days. so what I did was I wrote 500,000 lines of production code by myself in that time. as a result, our project won a Nobel Prize, and we signed a deal worth more than the GDP of a mid-size country. what I learned is that constraints breed creativity."
fabricated_08,fabricated,Tell me about a time you had to influence a decision you didn't control.,76,30.4,"the situation was I managed a support queue with 2 other agents handling maybe 30 tickets a day total. the problem was response times were slow. so what I did was I personally answered 4 million tickets in one afternoon without using any tools or automation. as a result, our customer satisfaction score went from 60 percent to 600 percent, which is not a possible percentage. what I learned is that hard work always pays off."
